wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;88;39;0;0;t00
dolnoœl¹skie;boles³awiecki;63076;288;27573;140;t0201
dolnoœl¹skie;dzier¿oniowski;58298;120;25576;84;t0202
dolnoœl¹skie;g³ogowski;53638;182;22782;171;t0203
dolnoœl¹skie;górowski;23580;338;10293;333;t0204
dolnoœl¹skie;jaworski;34665;86;15163;65;t0205
dolnoœl¹skie;jeleniogórski;45112;0;20401;0;t0206
dolnoœl¹skie;kamiennogórski;26711;122;12071;122;t0207
dolnoœl¹skie;k³odzki;109456;0;49153;0;t0208
dolnoœl¹skie;legnicki;38046;750;16194;721;t0209
dolnoœl¹skie;lubañski;24067;0;9293;0;t0210
dolnoœl¹skie;lubiñski;112700;193;53202;181;t0211
dolnoœl¹skie;lwówecki;34171;352;14612;317;t0212
dolnoœl¹skie;milicki;28969;135;12965;124;t0213
dolnoœl¹skie;oleœnicki;75515;1223;31359;1002;t0214
dolnoœl¹skie;o³awski;40973;56;18840;0;t0215
dolnoœl¹skie;polkowicki;36740;192;15303;111;t0216
dolnoœl¹skie;strzeliñski;32256;60;14232;59;t0217
dolnoœl¹skie;œredzki;19137;0;8791;0;t0218
dolnoœl¹skie;œwidnicki;85495;476;37031;407;t0219
dolnoœl¹skie;trzebnicki;50400;278;22030;247;t0220
dolnoœl¹skie;wa³brzyski;28709;192;13251;153;t0221
dolnoœl¹skie;wo³owski;37095;23;16070;5;t0222
dolnoœl¹skie;wroc³awski;90752;773;40970;689;t0223
dolnoœl¹skie;z¹bkowicki;48202;623;21929;572;t0224
dolnoœl¹skie;zgorzelecki;48861;6;21355;0;t0225
dolnoœl¹skie;z³otoryjski;29795;88;12713;82;t0226
dolnoœl¹skie;Jelenia Góra;78303;489;35976;445;t0261
dolnoœl¹skie;Legnica;78313;356;35535;189;t0262
dolnoœl¹skie;Wroc³aw;939117;3115;424176;2363;t0264
dolnoœl¹skie;Wa³brzych;192874;1280;88385;886;t0265
kujawsko-pomorskie;aleksandrowski;122556;110;57377;0;t0401
kujawsko-pomorskie;brodnicki;58124;161;24587;130;t0402
kujawsko-pomorskie;bydgoski;66604;462;29115;351;t0403
kujawsko-pomorskie;che³miñski;35043;512;15510;476;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;29754;157;12610;153;t0405
kujawsko-pomorskie;grudzi¹dzki;21734;0;9266;0;t0406
kujawsko-pomorskie;inowroc³awski;93172;387;41985;320;t0407
kujawsko-pomorskie;lipnowski;44471;150;19215;120;t0408
kujawsko-pomorskie;mogileñski;23994;0;10196;0;t0409
kujawsko-pomorskie;nakielski;69922;1245;30385;959;t0410
kujawsko-pomorskie;radziejowski;39437;410;17211;409;t0411
kujawsko-pomorskie;rypiñski;29037;78;12430;9;t0412
kujawsko-pomorskie;sêpoleñski;43937;239;19882;6;t0413
kujawsko-pomorskie;œwiecki;64722;897;28288;793;t0414
kujawsko-pomorskie;toruñski;60909;394;24123;377;t0415
kujawsko-pomorskie;tucholski;33440;360;14547;318;t0416
kujawsko-pomorskie;w¹brzeski;22281;0;9167;0;t0417
kujawsko-pomorskie;w³oc³awski;54773;264;24215;224;t0418
kujawsko-pomorskie;¿niñski;44276;828;18701;535;t0419
kujawsko-pomorskie;Bydgoszcz;377050;3079;169301;2748;t0461
kujawsko-pomorskie;Grudzi¹dz;105414;169;45594;143;t0462
kujawsko-pomorskie;Toruñ;159417;1735;68493;1192;t0463
kujawsko-pomorskie;W³oc³awek;78554;501;33140;380;t0464
lubelskie;bialski;53349;154;23490;143;t0601
lubelskie;bi³gorajski;46050;60;20772;50;t0602
lubelskie;che³mski;31931;82;14235;70;t0603
lubelskie;hrubieszowski;37845;0;16493;0;t0604
lubelskie;janowski;25841;240;11625;230;t0605
lubelskie;krasnostawski;36634;93;16557;58;t0606
lubelskie;kraœnicki;59469;0;27302;0;t0607
lubelskie;lubartowski;47504;530;21084;473;t0608
lubelskie;lubelski;73959;200;32812;165;t0609
lubelskie;³êczyñski;35948;0;16532;0;t0610
lubelskie;³ukowski;47138;389;21106;334;t0611
lubelskie;opolski;38066;187;16689;162;t0612
lubelskie;parczewski;24923;0;11318;0;t0613
lubelskie;pu³awski;84849;220;38530;192;t0614
lubelskie;radzyñski;26155;0;11569;0;t0615
lubelskie;rycki;46864;173;21190;150;t0616
lubelskie;œwidnicki;39224;59;18040;43;t0617
lubelskie;tomaszowski;47762;212;21480;153;t0618
lubelskie;w³odawski;31753;226;14344;177;t0619
lubelskie;zamojski;42146;165;19300;16;t0620
lubelskie;Bia³a Podlaska;60720;105;27842;94;t0661
lubelskie;Che³m;54042;397;23827;282;t0662
lubelskie;Lublin;393170;1338;179881;1026;t0663
lubelskie;Zamoœæ;78825;495;36471;334;t0664
lubuskie;gorzowski;25949;0;11683;0;t0801
lubuskie;kroœnieñski;44445;82;20483;82;t0802
lubuskie;miêdzyrzecki;59519;455;27035;318;t0803
lubuskie;nowosolski;78223;564;34987;423;t0804
lubuskie;s³ubicki;32448;275;14400;247;t0805
lubuskie;strzelecko-drezdenecki;43044;454;19238;267;t0806
lubuskie;sulêciñski;24569;0;10788;0;t0807
lubuskie;œwiebodziñski;49119;1388;21921;1237;t0808
lubuskie;zielonogórski;78164;472;35255;243;t0809
lubuskie;¿agañski;58977;455;26266;280;t0810
lubuskie;¿arski;88395;194;40750;189;t0811
lubuskie;wschowski;22060;490;9921;461;t0812
lubuskie;Gorzów Wielkopolski;126569;949;58579;693;t0861
lubuskie;Zielona Góra;133431;374;61116;254;t0862
³ódzkie;be³chatowski;60087;218;25615;174;t1001
³ódzkie;kutnowski;75673;0;34421;0;t1002
³ódzkie;³aski;30638;558;13798;438;t1003
³ódzkie;³êczycki;42041;225;17677;161;t1004
