data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2207;0
2020-12-28;4343;0
2020-12-29;10145;1
2020-12-30;20531;1
2020-12-31;10675;1
2021-01-01;1352;0
2021-01-02;2284;0
2021-01-03;655;1
2021-01-04;40898;12
2021-01-05;55709;7
2021-01-06;18839;1
2021-01-07;30518;3
2021-01-08;11869;0
2021-01-09;2267;1
2021-01-10;999;0
2021-01-11;48042;229
2021-01-12;63672;3
2021-01-13;55348;0
2021-01-14;46724;3
2021-01-15;26207;1
2021-01-16;21095;18
2021-01-17;12097;431
2021-01-18;28344;2934
2021-01-19;49352;8168
2021-01-20;50836;14306
2021-01-21;53269;14910
2021-01-22;38205;5273
2021-01-23;16743;1364
2021-01-24;5329;557
2021-01-25;72552;29595
2021-01-26;131591;48154
2021-01-27;103157;26393
2021-01-28;88044;29367
2021-01-29;42038;15989
2021-01-30;15027;3114
2021-01-31;7414;1388
2021-02-01;55333;33011
2021-02-02;112449;57075
2021-02-03;119102;55354
2021-02-04;105141;51108
2021-02-05;50324;29399
2021-02-06;23310;15699
2021-02-07;15285;10149
2021-02-08;31908;11740
2021-02-09;87643;20239
2021-02-10;112808;44524
2021-02-11;111567;58562
2021-02-12;75565;43197
2021-02-13;35550;15175
2021-02-14;14584;4815
2021-02-15;36247;11695
2021-02-16;71757;33481
2021-02-17;154692;83948
2021-02-18;173925;92967
2021-02-19;102064;49826
2021-02-20;35475;7667
2021-02-21;15911;3610
2021-02-22;43131;4101
2021-02-23;71209;20329
2021-02-24;159775;76391
2021-02-25;173284;89941
2021-02-26;102439;44945
2021-02-27;44958;11679
2021-02-28;17725;5627
2021-03-01;45682;5577
2021-03-02;80945;21347
2021-03-03;151148;65776
